Inicial Upcard Acoes Final Valor DealerFinal
27 K HS 27A 20 7K
2Q K HS 26Q 18 7K
7T K S 7T 17 7K
5K J HH 59KA 25 JK
6K J HS 46K 20 JK
45 J HS 459 18 JK
7T J S 7T 17 JK
3T J HH 33TT 26 JK
79 J H 679 22 JK
47 J D 477 18 JK
4A 3 HD 245A 12 35K
9K 3 S 9K 19 35K
69 3 S 69 15 35K
77 3 P 7K 17 35K
57 3 HS 357 15 35K
4Q 3 S 4Q 14 35K
89 3 S 89 17 35K
24 3 HS 247 13 35K
45 6 D 458 17 668
37 6 D 337 13 668
89 6 S 89 17 668
58 6 S 58 13 668
6Q 6 S 6Q 16 668
9Q 6 S 9Q 19 668
JQ 6 S JQ 20 668
KK A S KK 20 7A
3T A HH 23TK 25 7A
3A A HHHHS 34444A 20 7A
2Q A HS 27Q 19 7A
49 A H 49T 23 7A
6T A H 66T 22 7A
4T A H 4TJ 24 7A
6T A H 6TK 26 38JA
9K A S 9K 19 38JA
66 A HH 366J 25 38JA
3K A HH 38KA 22 38JA
4J A HS 34J 17 38JA
JQ A S JQ 20 38JA
2J A HS 27J 19 38JA
24 6 HS 24K 16 67T
TT 6 S TT 20 67T
26 6 HD 2236 13 67T
79 6 S 79 16 67T
4Q 6 S 4Q 14 67T
46 6 D 246 12 67T
8Q 6 S 8Q 18 67T
4Q 2 S 4Q 14 26A
37 2 D 377 17 26A
9A 2 S 9A 20 26A
35 2 HS 356 14 26A
36 2 HS 36T 19 26A
9Q 2 S 9Q 19 26A
26 2 HS 266 14 26A
77 Q HS 377 17 46Q
9T Q S 9T 19 46Q
6T Q H 69T 25 46Q
9A Q S 9A 20 46Q
35 Q HS 35J 18 46Q
4A Q HS 45A 20 46Q
3K Q H 39K 22 46Q
4Q K HH 24QQ 26 34K
TA K - TA 21 34K
27 K HS 27A 20 34K
77 K HS 477 18 34K
5K K H 5KK 25 34K
29 K D 29K 21 34K
56 K D 569 20 34K
69 5 S 69 15 557A
5T 5 S 5T 15 557A
4T 5 S 4T 14 557A
88 5 P 88 16 557A
8T 5 S 8T 18 557A
39 5 S 39 12 557A
24 5 HHS 2248 16 557A
23 5 HD 235Q 20 557A
35 J HS 35Q 18 49J
36 J HH 366J 25 49J
26 J HH 266K 24 49J
7A J HS 79A 17 49J
48 J HS 478 19 49J
6A J HS 6TA 17 49J
46 J HS 46K 20 49J
2J 5 S 2J 12 25Q
KK 5 S KK 20 25Q
9K 5 S 9K 19 25Q
JK 5 S JK 20 25Q
TQ 5 S TQ 20 25Q
3J 5 S 3J 13 25Q
48 5 S 48 12 25Q
5K K HS 35K 18 JK
24 K HHHS 22455 18 JK
37 K HHS 2367 18 JK
7J K S 7J 17 JK
6J K H 66J 22 JK
7T K S 7T 17 JK
49 K HS 469 19 JK
KA 5 - KA 21 57J
37 5 D 378 18 57J
27 5 D 247 13 57J
2J 5 S 2J 12 57J
69 5 S 69 15 57J
4J 5 S 4J 14 57J
26 5 HS 26A 19 57J
9J J S 9J 19 44J
4J J HS 46J 20 44J
28 J HS 288 18 44J
38 J D 358 16 44J
3J J H 3TJ 23 44J
55 J HH 5568 24 44J
KA J - KA 21 44J
67 8 H 679 22 8Q
2A 8 HHH 228KA 23 8Q
5A 8 HH 59TA 25 8Q
5A 8 HH 5QKA 26 8Q
5J 8 HS 45J 19 8Q
3Q 8 HS 35Q 18 8Q
48 8 H 48J 22 8Q
8J 2 S 8J 18 29J
3K 2 S 3K 13 29J
47 2 D 467 17 29J
36 2 HS 366 15 29J
49 2 S 49 13 29J
7K 2 S 7K 17 29J
TJ 2 S TJ 20 29J
9K 7 S 9K 19 7K
37 7 D 37Q 20 7K
5Q 7 H 58Q 23 7K
5T 7 HS 25T 17 7K
7A 7 S 7A 18 7K
AA 7 P 9A 20 7K
3A 7 - 3A 14 7K
48 7 HHS 2448 18 7K
39 3 HS 359 17 23TT
9T 3 S 9T 19 23TT
5T 3 S 5T 15 23TT
57 3 H 57J 22 23TT
5A 3 HS 5QA 16 23TT
6T 3 S 6T 16 23TT
3K 3 S 3K 13 23TT
56 9 D 569 20 79A
6A 9 HS 26A 19 79A
7Q 9 S 7Q 17 79A
36 9 HS 369 18 79A
2A 9 HS 26A 19 79A
23 9 HHS 234Q 19 79A
8J 9 S 8J 18 79A
JA Q - JA 21 34Q
27 Q HS 278 17 34Q
9A Q S 9A 20 34Q
39 Q H 39T 22 34Q
9K Q S 9K 19 34Q
6A Q HS 36A 20 34Q
77 Q HS 477 18 34Q
3K 2 S 3K 13 256Q
4K 2 S 4K 14 256Q
5T 2 S 5T 15 256Q
3T 2 S 3T 13 256Q
38 2 D 358 16 256Q
89 2 S 89 17 256Q
67 2 S 67 13 256Q
4A A HH 48TA 23 8AA
QK A S QK 20 8AA
3T A H 38T 21 8AA
7A A HS 7KA 18 8AA
2J A HS 28J 20 8AA
59 A HH 259Q 26 8AA
59 A H 599 23 8AA
78 7 HS 278 17 37A
2J 7 H 29J 21 37A
8K 7 S 8K 18 37A
39 7 H 39Q 22 37A
7K 7 S 7K 17 37A
37 7 D 37T 20 37A
5T 7 H 5TK 25 37A
2K 2 H 2TK 22 27K
5T 2 S 5T 15 27K
28 2 D 28T 20 27K
TT 2 S TT 20 27K
25 2 HH 255K 22 27K
7K 2 S 7K 17 27K
8K 2 S 8K 18 27K
6K 2 S 6K 16 279
6Q 2 S 6Q 16 279
78 2 S 78 15 279
6T 2 S 6T 16 279
7Q 2 S 7Q 17 279
68 2 S 68 14 279
JK 2 S JK 20 279
69 8 H 669 21 589
6J 8 H 6TJ 26 589
79 8 HS 379 19 589
QA 8 - QA 21 589
88 8 P 8J 18 589
8K 8 S 8K 18 589
55 8 D 255 12 589
8J 8 S 8J 18 589
34 T HS 34T 17 49T
34 T HH 3479 23 49T
5J T HS 55J 20 49T
25 T HH 235A 21 49T
QA T - QA 21 49T
KK T S KK 20 49T
49 T HS 469 19 49T
29 T D 29T 21 2TK
6T T HS 26T 18 2TK
QK T S QK 20 2TK
5Q T HS 55Q 20 2TK
28 T HS 288 18 2TK
8Q T S 8Q 18 2TK
3Q T HHS 234Q 19 2TK
37 3 D 377 17 35K
6J 3 S 6J 16 35K
47 3 D 447 15 35K
8K 3 S 8K 18 35K
7J 3 S 7J 17 35K
2Q 3 HS 27Q 19 35K
27 3 D 278 17 35K
78 6 S 78 15 3668
27 6 D 279 18 3668
34 6 HS 34Q 17 3668
8A 6 D 68A 15 3668
37 6 D 37K 20 3668
6T 6 S 6T 16 3668
59 6 S 59 14 3668
7K 4 S 7K 17 478
KK 4 S KK 20 478
3K 4 S 3K 13 478
8J 4 S 8J 18 478
TQ 4 S TQ 20 478
2J 4 S 2J 12 478
TQ 4 S TQ 20 478
7J 7 S 7J 17 7A
4K 7 H 49K 23 7A
36 7 HHH 336KA 23 7A
JA 7 - JA 21 7A
6K 7 H 56K 21 7A
5T 7 HS 45T 19 7A
49 7 HS 469 19 7A
59 9 HH 2589 24 369
49 9 HHS 449A 18 369
JJ 9 S JJ 20 369
7K 9 S 7K 17 369
7K 9 S 7K 17 369
77 9 H 779 23 369
7J 9 S 7J 17 369
48 J HS 488 20 8J
KA J - KA 21 8J
2K J HS 26K 18 8J
5J J HH 5JKA 26 8J
5Q J HS 55Q 20 8J
8J J S 8J 18 8J
59 J H 59Q 24 8J
59 3 S 59 14 34K
TQ 3 S TQ 20 34K
7J 3 S 7J 17 34K
69 3 S 69 15 34K
2A 3 HS 2TA 13 34K
78 3 S 78 15 34K
27 3 D 279 18 34K
5T 7 H 5TJ 25 7J
36 7 HS 36T 19 7J
8K 7 S 8K 18 7J
TK 7 S TK 20 7J
9A 7 S 9A 20 7J
2K 7 HH 24KK 26 7J
68 7 HS 668 20 7J
47 7 D 447 15 479
8K 7 S 8K 18 479
4Q 7 HS 44Q 18 479
9Q 7 S 9Q 19 479
48 7 HHHS 2348A 18 479
JK 7 S JK 20 479
9A 7 S 9A 20 479
49 7 H 499 22 779
47 7 D 477 18 779
6T 7 H 56T 21 779
59 7 H 579 21 779
3Q 7 HHS 235Q 20 779
22 7 P 22 4 779
2T 7 HHHS 233TA 19 779
AA 7 P 7A 18 779
5A 7 - 5A 16 779
2T 4 S 2T 12 479
QA 4 - QA 21 479
7K 4 S 7K 17 479
6K 4 S 6K 16 479
3Q 4 S 3Q 13 479
45 4 D 345 12 479
26 4 HS 26A 19 479
7T 6 S 7T 17 46Q
38 6 D 378 18 46Q
3K 6 S 3K 13 46Q
37 6 D 37T 20 46Q
5K 6 S 5K 15 46Q
59 6 S 59 14 46Q
5A 6 D 59A 15 46Q
TQ K S TQ 20 6KK
2Q K HHS 224Q 18 6KK
35 K HS 35Q 18 6KK
55 K HH 255J 22 6KK
57 K HS 557 17 6KK
8A K S 8A 19 6KK
38 K D 368 17 6KK
68 A H 689 23 JA
2K A HS 27K 19 JA
JJ A S JJ 20 JA
KA A - KA 21 JA
56 A HH 4569 24 JA
3K A HHS 334K 20 JA
27 A HH 227J 21 JA
8A Q S 8A 19 JQ
2Q Q HS 25Q 17 JQ
6T Q H 6TT 26 JQ
77 Q H 777 21 JQ
JA Q - JA 21 JQ
2K Q HH 24QK 26 JQ
KK Q S KK 20 JQ
46 6 D 46A 21 2356A
4J 6 S 4J 14 2356A
29 6 D 249 15 2356A
KK 6 S KK 20 2356A
69 6 S 69 15 2356A
8J 6 S 8J 18 2356A
9A 6 S 9A 20 2356A
2K 4 S 2K 12 247J
38 4 D 38T 21 247J
25 4 HD 2335 13 247J
7Q 4 S 7Q 17 247J
3K 4 S 3K 13 247J
9J 4 S 9J 19 247J
4K 4 S 4K 14 247J
2J 6 S 2J 12 6JK
2A 6 D 2JA 13 6JK
5T 6 S 5T 15 6JK
TK 6 S TK 20 6JK
78 6 S 78 15 6JK
6A 6 D 67A 14 6JK
5A 6 D 5QA 16 6JK
6A A HH 679A 23 49TAAA
9J A S 9J 19 49TAAA
7T A S 7T 17 49TAAA
37 A HH 347J 24 49TAAA
68 A HS 668 20 49TAAA
6J A H 6TJ 26 49TAAA
58 A HH 3558 21 49TAAA
7K 7 S 7K 17 377
28 7 D 28K 20 377
47 7 D 477 18 377
8A 7 S 8A 19 377
2J 7 H 2TJ 22 377
37 7 D 37J 20 377
8J 7 S 8J 18 377
45 9 HS 45T 19 9A
4J 9 H 47J 21 9A
46 9 D 468 18 9A
57 9 HH 257J 24 9A
24 9 HH 24TQ 26 9A
5A 9 HHH 2568A 22 9A
45 9 HS 458 17 9A
4Q 2 S 4Q 14 249T
4T 2 S 4T 14 249T
24 2 HH 2469 21 249T
22 2 HHS 224J 18 249T
5J 2 S 5J 15 249T
5Q 2 S 5Q 15 249T
69 2 S 69 15 249T
7A 9 HH 778A 23 3469
28 9 D 228 12 3469
44 9 HH 447Q 25 3469
68 9 HS 368 17 3469
4A 9 HHS 24KA 17 3469
4J 9 H 49J 23 3469
66 9 HS 667 19 3469
27 T HS 27Q 19 9T
QQ T S QQ 20 9T
68 T HS 568 19 9T
6Q T H 6QK 26 9T
25 T HS 25K 17 9T
2Q T HHS 24QA 17 9T
3J T H 3JJ 23 9T
46 9 D 468 18 69J
6K 9 HS 36K 19 69J
79 9 H 679 22 69J
3A 9 HHHH 3388AA 24 69J
69 9 H 69T 25 69J
23 9 HHS 223K 17 69J
44 9 HD 344A 12 69J
28 K HHH 2248Q 26 KK
QQ K S QQ 20 KK
8T K S 8T 18 KK
4J K HS 45J 19 KK
46 K HS 46K 20 KK
67 K HHS 667A 20 KK
JQ K S JQ 20 KK
68 5 S 68 14 5JK
9T 5 S 9T 19 5JK
2K 5 S 2K 12 5JK
24 5 HD 234T 19 5JK
27 5 D 267 15 5JK
7Q 5 S 7Q 17 5JK
49 5 S 49 13 5JK
9K 2 S 9K 19 29J
3Q 2 S 3Q 13 29J
29 2 D 29J 21 29J
3K 2 S 3K 13 29J
JA 2 - JA 21 29J
24 2 HS 24J 16 29J
6J 2 S 6J 16 29J
2T K HS 28T 20 26K
KA K - KA 21 26K
78 K H 78T 25 26K
26 K HH 2689 25 26K
8A K S 8A 19 26K
46 K HS 467 17 26K
88 K P 8A 19 26K
28 K HHS 2358 18 26K
2T 9 H 2TJ 22 29TA
2A 9 HH 29JA 22 29TA
9K 9 S 9K 19 29TA
38 9 D 338 14 29TA
68 9 HHS 468A 19 29TA
5J 9 HS 25J 17 29TA
3K 9 H 3TK 23 29TA
QA 5 - QA 21 599
29 5 D 29J 21 599
TA 5 - TA 21 599
66 5 P 68 14 599
26 5 HS 268 16 599
JA 5 - JA 21 599
JJ 5 S JJ 20 599
6K 5 S 6K 16 599
5K A HS 45K 19 8A
4Q A H 4TQ 24 8A
66 A HHS 666A 19 8A
4A A H 46A 21 8A
36 A HHHH 223368 24 8A
48 A HHS 448A 17 8A
7K A S 7K 17 8A
8A Q S 8A 19 TQ
66 Q HH 2669 23 TQ
66 Q HS 666 18 TQ
6J Q H 6TJ 26 TQ
KA Q - KA 21 TQ
78 Q HS 578 20 TQ
45 Q HS 45T 19 TQ
QA 3 - QA 21 359
26 3 HS 26T 18 359
QA 3 - QA 21 359
4T 3 S 4T 14 359
77 3 P 7Q 17 359
7T 3 S 7T 17 359
55 3 D 55T 20 359
5T 3 S 5T 15 359
2J 2 HS 25J 17 233J
7T 2 S 7T 17 233J
4T 2 S 4T 14 233J
9K 2 S 9K 19 233J
JA 2 - JA 21 233J
TA 2 - TA 21 233J
88 2 P 48 12 233J
28 2 HS 278 17 233J
33 8 HH 3399 24 89
78 8 H 78Q 25 89
7J 8 S 7J 17 89
45 8 HS 458 17 89
67 8 H 67K 23 89
35 8 HS 35T 18 89
28 8 D 288 18 89
QA 7 - QA 21 79A
6J 7 HS 36J 19 79A
6T 7 H 68T 24 79A
9K 7 S 9K 19 79A
45 7 HS 458 17 79A
88 7 P 8J 18 79A
28 7 HS 278 17 79A
8T 7 S 8T 18 79A
4Q 4 S 4Q 14 499
5Q 4 S 5Q 15 499
KA 4 - KA 21 499
56 4 D 56J 21 499
8Q 4 S 8Q 18 499
5Q 4 S 5Q 15 499
3T 4 S 3T 13 499
5Q 5 S 5Q 15 5TK
7K 5 S 7K 17 5TK
28 5 D 258 15 5TK
9T 5 S 9T 19 5TK
29 5 D 289 19 5TK
89 5 S 89 17 5TK
28 5 D 28T 20 5TK
9Q 2 S 9Q 19 235J
JK 2 S JK 20 235J
8T 2 S 8T 18 235J
2K 2 H 2JK 22 235J
22 2 HS 22K 14 235J
9T 2 S 9T 19 235J
25 2 HHS 2355 15 235J
8J 6 S 8J 18 2566A
29 6 D 229 13 2566A
22 6 P 2A 13 2566A
28 6 HS 228 12 2566A
QK 6 S QK 20 2566A
7J 6 S 7J 17 2566A
59 6 S 59 14 2566A
38 6 D 38T 21 2566A
8Q 9 S 8Q 18 79Q
67 9 H 67Q 23 79Q
3J 9 HH 23TJ 25 79Q
25 9 HHS 259A 17 79Q
9T 9 S 9T 19 79Q
26 9 HS 26K 18 79Q
3K 9 H 3QK 23 79Q
2K J H 2TK 22 JK
8Q J S 8Q 18 JK
5K J H 5JK 25 JK
47 J D 477 18 JK
3Q J HH 237Q 22 JK
TA J - TA 21 JK
TT J S TT 20 JK
23 A HH 239Q 24 26AA
46 A HS 46T 20 26AA
5Q A HS 25Q 17 26AA
26 A HHS 2468 20 26AA
7T A S 7T 17 26AA
9T A S 9T 19 26AA
AA A P 9A 20 26AA
AA A - AA 12 26AA
27 2 HS 277 16 235T
45 2 HHS 3445 16 235T
59 2 S 59 14 235T
69 2 S 69 15 235T
35 2 HS 35K 18 235T
JA 2 - JA 21 235T
6Q 2 S 6Q 16 235T
3K J H 3QK 23 9J
2J J HS 25J 17 9J
2J J HS 28J 20 9J
QA J - QA 21 9J
34 J HS 34J 17 9J
89 J S 89 17 9J
46 J HHS 4466 20 9J
25 9 HD 2445 15 689
8J 9 S 8J 18 689
6A 9 HS 6QA 17 689
58 9 H 588 21 689
7T 9 S 7T 17 689
7J 9 S 7J 17 689
3T 9 HH 3TTA 24 689
67 K H 67Q 23 QK
7J K S 7J 17 QK
27 K HHS 2277 18 QK
9K K S 9K 19 QK
59 K HS 559 19 QK
TA K - TA 21 QK
3Q K HH 238Q 23 QK
JJ 9 S JJ 20 69K
2J 9 H 2JK 22 69K
KA 9 - KA 21 69K
9A 9 S 9A 20 69K
27 9 HS 27J 19 69K
48 9 H 48Q 22 69K
67 9 H 67T 23 69K
3T 4 S 3T 13 45AA
QA 4 - QA 21 45AA
5K 4 S 5K 15 45AA
JQ 4 S JQ 20 45AA
5K 4 S 5K 15 45AA
99 4 P 49 13 45AA
49 4 S 49 13 45AA
5J 4 S 5J 15 45AA
6A Q HS 26A 19 QA
56 Q D 569 20 QA
4J Q HH 47JA 22 QA
7K Q S 7K 17 QA
58 Q HS 578 20 QA
8A Q S 8A 19 QA
4Q Q H 48Q 22 QA
59 3 S 59 14 35J
49 3 S 49 13 35J
7J 3 S 7J 17 35J
7Q 3 S 7Q 17 35J
68 3 S 68 14 35J
6K 3 S 6K 16 35J
88 3 P 8J 18 35J
78 3 S 78 15 35J
33 7 P 3J 13 579
34 7 HS 34T 17 579
57 7 HS 557 17 579
2K 7 HS 26K 18 579
9Q 7 S 9Q 19 579
56 7 D 56A 12 579
3Q 7 H 3QK 23 579
29 7 D 259 16 579
7Q 6 S 7Q 17 2567
46 6 D 46K 20 2567
JQ 6 S JQ 20 2567
2A 6 D 24A 17 2567
6Q 6 S 6Q 16 2567
2Q 6 S 2Q 12 2567
4K 6 S 4K 14 2567
QK 4 S QK 20 24A
36 4 D 236 11 24A
7A 4 D 67A 14 24A
5K 4 S 5K 15 24A
39 4 S 39 12 24A
68 4 S 68 14 24A
6J 4 S 6J 16 24A
4K T H 4QK 24 37T
JK T S JK 20 37T
23 T HH 2388 21 37T
27 T HHS 2457 18 37T
5T T HH 56TA 22 37T
27 T HH 247J 23 37T
4T T HHH 4TQAA 26 37T
6A 8 HH 69KA 26 588
8J 8 S 8J 18 588
4A 8 HH 47JA 22 588
57 8 H 57T 22 588
68 8 H 68K 24 588
6Q 8 H 68Q 24 588
5Q 8 H 59Q 24 588
4J T H 4JJ 24 TT
4J T HS 44J 18 TT
JJ T S JJ 20 TT
3J T HS 35J 18 TT
TT T S TT 20 TT
6T T H 6TJ 26 TT
QK T S QK 20 TT
3J A H 38J 21 7A
48 A H 48K 22 7A
58 A HS 558 18 7A
5T A HH 56TA 22 7A
JK A S JK 20 7A
36 A HHH 23367 21 7A
35 A HS 35A 19 7A
8J A S 8J 18 TKAA
58 A HS 578 20 TKAA
8T A S 8T 18 TKAA
8Q A S 8Q 18 TKAA
47 A H 47K 21 TKAA
38 A H 38J 21 TKAA
58 A HS 558 18 TKAA
38 J D 38J 21 JK
TQ J S TQ 20 JK
QQ J S QQ 20 JK
8A J S 8A 19 JK
48 J HHS 448A 17 JK
39 J H 39J 22 JK
89 J S 89 17 JK
4K K H 4KK 24 TK
34 K HS 34J 17 TK
2T K H 29T 21 TK
4Q K HH 246Q 22 TK
38 K D 38Q 21 TK
2K K HHS 225K 19 TK
TK K S TK 20 TK
2K 2 HS 22K 14 26J
39 2 HS 379 19 26J
6J 2 S 6J 16 26J
34 2 HHS 2348 17 26J
9K 2 S 9K 19 26J
3A 2 HS 3QA 14 26J
4Q 2 S 4Q 14 26J
79 T HS 79A 17 8T
2A T H 28A 21 8T
KA T - KA 21 8T
24 T HHS 24QA 17 8T
JK T S JK 20 8T
6A T H 46A 21 8T
2T T H 2TK 22 8T
35 3 HS 35K 18 2339
69 3 S 69 15 2339
7Q 3 S 7Q 17 2339
38 3 D 378 18 2339
TA 3 - TA 21 2339
9K 3 S 9K 19 2339
78 3 S 78 15 2339
2K A HS 26K 18 TA
6A A HH 69KA 26 TA
4A A HS 44A 19 TA
24 A HH 2488 22 TA
5Q A HH 55QA 21 TA
5Q A H 57Q 22 TA
67 A HS 667 19 TA
6A 7 HH 69QA 26 7K
5K 7 H 5TK 25 7K
9K 7 S 9K 19 7K
25 7 HHH 23567 23 7K
7T 7 S 7T 17 7K
22 7 P 24 6 7K
25 7 HH 257Q 24 7K
69 7 H 69Q 25 7K
6K 6 S 6K 16 56J
77 6 P 78 15 56J
7A 6 S 7A 18 56J
5K 6 S 5K 15 56J
JA 6 - JA 21 56J
9J 6 S 9J 19 56J
35 6 HS 35Q 18 56J
7K 6 S 7K 17 56J
77 9 HS 677 20 89
9A 9 S 9A 20 89
4J 9 H 4JK 24 89
5A 9 HH 59KA 25 89
4J 9 H 47J 21 89
8A 9 S 8A 19 89
3K 9 HS 35K 18 89
7A 4 D 57A 13 47KAA
3K 4 S 3K 13 47KAA
JJ 4 S JJ 20 47KAA
8A 4 S 8A 19 47KAA
TA 4 - TA 21 47KAA
36 4 D 336 12 47KAA
89 4 S 89 17 47KAA
2K 2 H 2TK 22 28Q
78 2 S 78 15 28Q
69 2 S 69 15 28Q
JQ 2 S JQ 20 28Q
2T 2 H 2TQ 22 28Q
78 2 S 78 15 28Q
JA 2 - JA 21 28Q
TT 5 S TT 20 557
36 5 D 36Q 19 557
29 5 D 239 14 557
JK 5 S JK 20 557
5Q 5 S 5Q 15 557
24 5 HS 246 12 557
JQ 5 S JQ 20 557
6T 7 H 6TQ 26 779
2T 7 HS 27T 19 779
JJ 7 S JJ 20 779
3K 7 H 39K 22 779
9A 7 S 9A 20 779
7K 7 S 7K 17 779
7T 7 S 7T 17 779
7A 6 D 77A 15 678
7A 6 D 27A 20 678
24 6 HD 249A 16 678
9K 6 S 9K 19 678
33 6 P 3A 14 678
37 6 HS 377 17 678
35 6 HS 359 17 678
29 6 D 29A 12 678
38 T D 38J 21 2TQ
39 T H 39T 22 2TQ
8K T S 8K 18 2TQ
5T T HHS 5TAA 17 2TQ
3A T HHS 378A 19 2TQ
QK T S QK 20 2TQ
TJ T S TJ 20 2TQ
56 9 D 56T 21 39T
5T 9 HS 35T 18 39T
6J 9 HS 6JA 17 39T
44 9 HS 44A 19 39T
8A 9 S 8A 19 39T
56 9 D 56Q 21 39T
55 9 D 55J 20 39T
6J 7 H 67J 23 7T
3Q 7 HHS 34QA 18 7T
35 7 HS 35A 19 7T
QK 7 S QK 20 7T
KA 7 - KA 21 7T
3K 7 H 3TK 23 7T
6A 7 HS 36A 20 7T
7T Q S 7T 17 3TQ
4K Q H 48K 22 3TQ
22 Q HHS 2268 18 3TQ
2T Q H 2TK 22 3TQ
4T Q H 4TK 24 3TQ
66 Q H 669 21 3TQ
QA Q - QA 21 3TQ
38 6 D 388 19 56K
4Q 6 S 4Q 14 56K
2A 6 D 23A 16 56K
4T 6 S 4T 14 56K
QK 6 S QK 20 56K
6Q 6 S 6Q 16 56K
7T 6 S 7T 17 56K
4A 8 HH 47KA 22 8J
2J 8 HS 27J 19 8J
48 8 H 489 21 8J
8A 8 S 8A 19 8J
6J 8 HS 6JA 17 8J
4T 8 HH 46TA 21 8J
49 8 HS 479 20 8J
4Q T HHS 24QA 17 233T
27 T HS 278 17 233T
77 T HH 77QA 25 233T
QK T S QK 20 233T
35 T HS 35J 18 233T
TK T S TK 20 233T
9K T S 9K 19 233T
66 K HS 666 18 34K
28 K HS 28K 20 34K
4K K HHS 224K 18 34K
88 K P 68 14 34K
89 K S 89 17 34K
67 K H 67T 23 34K
59 K HH 59QA 25 34K
QK K S QK 20 34K
6T 9 H 68T 24 479
AA 9 P 2A 13 479
5A 9 - 5A 16 479
6K 9 H 68K 24 479
TQ 9 S TQ 20 479
24 9 HHH 2347T 26 479
55 9 D 255 12 479
78 9 H 678 21 479
8A A S 8A 19 5JAA
27 A HS 278 17 5JAA
36 A HS 36Q 19 5JAA
69 A HS 569 20 5JAA
69 A H 69T 25 5JAA
4A A HHS 478A 20 5JAA
35 A HS 35J 18 5JAA
79 9 H 789 24 9K
69 9 HS 569 20 9K
QA 9 - QA 21 9K
24 9 HHS 24JA 17 9K
TJ 9 S TJ 20 9K
6A 9 HHH 2678A 24 9K
3J 9 HS 37J 20 9K
2Q 8 HH 22TQ 24 8T
35 8 HH 3559 22 8T
36 8 HS 36K 19 8T
3K 8 HS 36K 19 8T
5Q 8 H 59Q 24 8T
8T 8 S 8T 18 8T
6Q 8 H 6QK 26 8T
56 6 D 56Q 21 689
TA 6 - TA 21 689
QK 6 S QK 20 689
8K 6 S 8K 18 689
AA 6 P TA 21 689
2A 6 - 2A 13 689
59 6 S 59 14 689
46 6 D 446 14 689
KA 2 - KA 21 228J
39 2 HS 359 17 228J
5J 2 S 5J 15 228J
8T 2 S 8T 18 228J
6A 2 H 46A 21 228J
QQ 2 S QQ 20 228J
59 2 S 59 14 228J
4Q 7 H 48Q 22 7T
66 7 HS 668 20 7T
5A 7 HHS 358A 17 7T
7K 7 S 7K 17 7T
JA 7 - JA 21 7T
8A 7 S 8A 19 7T
56 7 D 56J 21 7T
TJ J S TJ 20 JK
5J J HS 35J 18 JK
7K J S 7K 17 JK
45 J HHH 33456 21 JK
JA J - JA 21 JK
49 J H 49K 23 JK
2T J H 2TK 22 JK
4A T HH 47KA 22 TQ
6J T H 66J 22 TQ
4A T HH 4TKA 25 TQ
46 T HH 346Q 23 TQ
AA T P 2A 13 TQ
6A T - 6A 17 TQ
JK T S JK 20 TQ
69 T HH 689A 24 TQ
JQ 4 S JQ 20 458
9T 4 S 9T 19 458
4T 4 S 4T 14 458
37 4 D 37J 20 458
79 4 S 79 16 458
78 4 S 78 15 458
9T 4 S 9T 19 458
34 T HS 34Q 17 29T
8J T S 8J 18 29T
9A T S 9A 20 29T
8J T S 8J 18 29T
JA T - JA 21 29T
7Q T S 7Q 17 29T
TQ T S TQ 20 29T
TT 7 S TT 20 37K
2J 7 H 2JQ 22 37K
37 7 D 377 17 37K
3J 7 H 3TJ 23 37K
7T 7 S 7T 17 37K
JQ 7 S JQ 20 37K
26 7 HD 2236 13 37K
JJ 3 S JJ 20 36T
3K 3 S 3K 13 36T
2J 3 HS 23J 15 36T
2K 3 HS 24K 16 36T
49 3 S 49 13 36T
6K 3 S 6K 16 36T
5A 3 HS 5TA 16 36T
9Q 9 S 9Q 19 99
JJ 9 S JJ 20 99
2K 9 HS 25K 17 99
9T 9 S 9T 19 99
3T 9 H 39T 22 99
8Q 9 S 8Q 18 99
QA 9 - QA 21 99
TA 5 - TA 21 355K
37 5 D 237 12 355K
2J 5 S 2J 12 355K
4J 5 S 4J 14 355K
44 5 HD 344Q 21 355K
4A 5 D 45A 20 355K
6A 5 D 6QA 17 355K
9T 2 S 9T 19 26Q
35 2 HD 335J 21 26Q
39 2 H 39T 22 26Q
6K 2 S 6K 16 26Q
5J 2 S 5J 15 26Q
QQ 2 S QQ 20 26Q
9K 2 S 9K 19 26Q
89 5 S 89 17 55J
25 5 HS 258 15 55J
9A 5 S 9A 20 55J
48 5 S 48 12 55J
5J 5 S 5J 15 55J
28 5 D 28K 20 55J
9K 5 S 9K 19 55J
6T 7 H 67T 23 77K
44 7 HH 446J 24 77K
6J 7 HS 36J 19 77K
24 7 HHS 244J 20 77K
8Q 7 S 8Q 18 77K
29 7 D 289 19 77K
5Q 7 HS 45Q 19 77K
69 7 H 669 21 7Q
QA 7 - QA 21 7Q
6K 7 H 67K 23 7Q
8K 7 S 8K 18 7Q
6T 7 HS 46T 20 7Q
69 7 H 679 22 7Q
37 7 D 347 14 7Q
27 8 HH 2779 25 8A
56 8 D 56J 21 8A
67 8 HHS 2367 18 8A
6K 8 H 6QK 26 8A
34 8 HD 3344 14 8A
7K 8 S 7K 17 8A
JQ 8 S JQ 20 8A
3A 4 HS 36A 20 4566
4A 4 D 4TA 15 4566
78 4 S 78 15 4566
4Q 4 S 4Q 14 4566
2Q 4 S 2Q 12 4566
5J 4 S 5J 15 4566
TA 4 - TA 21 4566
59 9 HH 569A 21 599
